"Book Number","Title","Author","Description","Publisher","ISBN","PRICE USED","PRICE NEW","BOX NUMBER","No. of Pages","KEEP","SELL","Notes",
1358,"Pair Activities for Language Development","Adrian  S. Palmer/Theodor S. Rodgers/Judy Winn-Bell Olsen","Back and forth Textbook","Alemany press","0-88084-219-9",,,21,110,,,,
1359,"Growing up English in a young context","Tania Branco Cavaignac/Maria Lucia Rocha Fiuza","english textbook","McGraw Hill","0-07-450260-3",,,21,174,,,,
1360,"English Through Video mime sketches","Sarah K Silverson/Mark Landa/Jan Smith","Book  ","BBC/Longman","0-582-79891-4",,,21,57,,,,
1361,"Longman Picture Wordbook","Brian Abbs","Picture book","Longman","0-582-02239-8",,,21,63,,,"Para vender",
1362,"O ingles por imagens","Richards/Gibson","apostila de livro (copia)","Hemus","85-289-0144-0",,,21,292,,,,
1363,"English Plus book one","Cordelia Canabrava Arruda","Textbook","editora scipione","85-262-2708-4",,,21,167,,,,
1364,"Fourth Dimension Coursebook","Robert O'Neill","Textbook","Longman","0-582-03180-X",,,21,128,,,,
1365,"Growing up English in a young context","Tania Branco Cavaignac/Maria Lucia Rocha Fiuza","teacher's manual 2","Tania Branco Cavaignac, Maria Lucia Rocha Fiuza","0-07-450257-3",,,21,171,,,,
1366,"Growing up English in a young context","none","booklet","tania Branco Cavaignac, Maria Lucia Rocha Fiuza","None",,,21,26,,,,
1367,"First steps in phonics","none","Grade 2","Whitman","0-307-01444-4",,,21,64,,,"Para vender",
1368,"Yes! English For Children","Lars Mellgren Michael Walker","Teacher's Guide","Addison-Wesley Publishing company","0-201-04946-5",,,21,135,,,,
1369,"Young English Series Yes!","Lars Mellgren Michael Walker","Textbook","Addison-Wesley Publishing company","0-201-04953-8",,,21,93,,,,
1370,"English Point","Eliana, Maria Clara, Neuza","Textbook","Editora Saraiva","None",,,21,128,,,,
1371,"Bugs bunny and his friends","none","drawing book","GB Golden Press","0-307-06450-6",,,21,48,,,"Para vender",
1372,"Young English Series Yes!","Lars Mellgren Michael Walker","Text book","Addison-Wesley Publishing company","0-201-04950-3",,,21,96,,,"Para vender",
1373,"Young English Series Yes!","Lars Mellgren Michael Walker","Text book","Addison-Wesley Publishing company","0-201-04951-1",,,21,48,,,,
1374,"Young English Series Yes!","Lars Mellgren Michael Walker","Text book","Addison-Wesley Publishing company","0-201-04993-7",,,21,92,,,,
1375,"Puzzlemania","none","game book","Highlights","87534-701-0",,,21,50,,,,
1376,"Young English Series Yes!","Lars Mellgren Michael Walker","Teacher's Guide","Addison-Wesley Publishing company","0-201-04955-4",,,21,93,,,,
1377,"Everyday English spelling","Dinorah M de Pous","Book  ","McGraw Hill","968-451-609-6",,,21,110,,,"Para vender",
1378,"The Fox and the Hound","none","Book  ","Walt disney  ","None",,,21,24,,,,
1379,"Young English Series Yes!","lars Mellgren Michael Walker","Teacher's Guide","Addison-Wesley Publishing company","0-201-04952-X",,,21,91,,,,
1380,"Mastering Arabic numerals","Irving Adler Ph.D.","A workbook with Self-teaching text and learning exercises","Golden","0-307-05973-1",,,21,96,,,"Para vender",
1381,"Ways of Mankind","Lister sinclair","apostila de livro (copia)","The Beacon press","None",,,21,211,,,,
1382,"Cassell's Beyond the dictionary in French","Levieux","Book  ","FW ","None",,,21,156,,,"Para vender",
1383,"English Made Simple","none","Book  ","Made simple books","None",,,21,196,,,"Para vender",
1384,"Je Parle Francais","Antonio Siqueira e Silva","French Textbook","IBEP","None",,,21,128,,,,
1385,"Who What when where","William L Coleman","Book about the bible","chariot books","0-89191-291-6",,,21,121,,,"Para vender",
1386,"jazz Chant Fairy Tales","Carolyn Graham","Textbook","Oxford American English","0-19-434298-0",,,21,120,,,,
1387,"Growing up English in a young context","Tania Branco Cavaignac/Maria Lucia Rocha Fiuza","Teacher's manual","CCBEU Santos","0-07-450254-9",,,21,142,,,,
1388,"Famous British & American Songs and their cultural background","Mario Papa/Giuliano Lantorno","Book  ","Longman","0-582-79088-3",,,21,73,,,"Para vender",
1389,"What's the story? ","Linda Markstein/Dorien Grunbaum","Student's Book","Longman","0-582-79783-7",,,21,45,,,,
1390,"Dialogos em Ingles Gramatica Ilustrada","none","Book  ","Seleccoes do reader's digest","None",,,21,181,,,,
1391,"Methode Orange carnet du professeur 2","Hachette","Book  ","francais langue etrangere","2-01-006032-6",,,21,103,,,,
1392,"Rei Oscar e o Pernilongo","Mary Buarque","Book  ","Editora do Brasil","None",,,22,25,,,"Para vender",
1393,"O bonequinho de massa ","Mary Buarque","Book  ","Editora do Brasil","None",,,22,30,,,"Para vender",
1394,"Contos de Perrault","none","Book  ","Editora do brasil","None",,,22,29,,,"Para vender",
1395,"Aventuras de uma Gota d'agua","Samuel Murgel Branco","Book  ","Editora Moderna","None",,,22,40,,,"Para vender",
1396,"O burrinho e a agua","Walmir Ayala","Book  ","Melhoramentos","None",,,22,30,,,"Para vender",
1397,"Ze dos bichos","Virginia Lefevre","Book  ","Editora do Brasil","None",,,22,64,,,"Para vender",
1398," A ilha das cobras","M.C. Silva","Book  ","Editora do Brasil","None",,,22,79,,,"Para vender",
1399,"An outline of American Literature","Peter B High","Book  ","Longman","0-582-74502-0",,,22,254,,,,
1400,"Murders in the Rue Morgue and the Gold Bug Book 3","Robert J Dixson","Book  ","Regents Publishing Company, Inc.","None",,,22,102,,,,
1401,"The adventures of Huckleberry Finn","Robert J Dixson","Book  ","Regents Publishing Company, Inc.","0-88345-205-7",,,22,115,,,"Para vender",
1402,"The adventures of Huckleberry Finn","Mark Twain","Book  ","Regents Publishing Company, Inc.","0-88345-205-7",,,22,116,,,,
1403,"On Jungle trails","Frank Buck","Book  ","Regents Publishing Company, Inc.","07-009286-9",,,22,106,,,,
1404,"The Hoosier Schoolmaster","Robert Dixson","Book  ","Regents Publishing Company, Inc.","None",,,22,112,,,,
1405,"Wild animals I have known","Ernest/thomson/seton","Book  ","Webster Everyreaders","07-009288-5",,,22,138,,,,
1406,"Men of Iron","Howard Pyle","Book  ","Webster everyreaders","07-033744-6",,,22,136,,,,
1407,"Three Sherlock Holmes Adventures","Sir A Conan Doyle","Book  ","Nelson Readers","0-17-556431-0",,,22,48,,,,
1408,"Dictionary of Comtemporary English","none","New edition book specimen section","Longman","None",,,22,853,,,,
1409,"Easy Reading Selections in English","Robert J Dixson","New revised Edition","Regents Publishing Company, Inc.","None",,,22,137,,,,
1410,"Robin Hood Stories","none","Book  ","webster everyreaders","07-033731-4",,,22,153,,,,
1411,"Greek and Roman Myths","none","Book  ","none","07-033738-1",,,22,138,,,,
1412,"Sing and celebrate","none","Book  ","word","None",,,22,92,,,,
1413,"Live and Learn","Alair Alves de Carvalho","Book  ","editora atica","85-08-04044-4",,,22,16,,,,
1414,"Wuthering Heights","Emily Bronte  ","Book  ","Longman","0-582-54124-7",,,22,31,,,,
1415,"Jaws 2","none","Movie Book","Longman","0-582-53547-6",,,22,31,,,,
1415,"Jaws 2","none","Movie Book","Longman","0-582-53547-6",,,22,31,,,"Para vender",
1417,"Superace","Brian Abbs and Ingrid Freebairn","Galaxies book","Longman","0-582-52696-5",,,22,31,,,,
1418,"The Storm","Richard Musman","Longman Structural Readers Stage 1","Longman","0-582-53679-0",,,22,16,,,,
1415,"Jaws 2","none","Movie Book","Longman","0-582-53547-6",,,22,31,,,"Para vender",
1420,"The mystery of the Loch Ness Monster","Leslie Dunkling","Longman Structural Readers Stage 1","Longman","0-582-52514-4",,,22,16,,,,
1421,"Sherlock Holmes and the Dancing Men","A conan doyle- DK Swan","Longman Structural Readers Stage 1","Longman","0-582-53677-4",,,22,12,,,"damaged",
1422,"7 sketches","Leslie Dunkling","Longman Structural Readers Stage 1","Longman","0-582-52515-2",,,22,20,,,,
1423,"The Face on the screen and other short stories ","Paul Victor","Longman Structural Readers Stage 2","Longman","0-582-53676-6",,,22,43,,,,
1424,"Green Island","Anthony Eyre","Longman Structural Readers Stage 1","Longman","0-582-53703-7",,,22,16,,,"Para vender",
1425,"The flying Spy","Alwyn Cox","Longman Structural Readers Stage 1","Longman","0-582-53709-6",,,22,16,,,"Para vender",
1425,"The flying Spy","Alwyn Cox","Longman Structural Readers Stage 1","Longman","0-582-53709-6",,,22,16,,,,
1427,"Car Thieves","LG Alexander","Longman Structural Readers Stage 1","Longman","0-582-53705-3",,,22,16,,,,
1427,"Car Thieves","LG Alexander","Longman Structural Readers Stage 1","Longman","0-582-53705-3",,,22,16,,,,
1429,"Silver Streak","none","Longman MovieWorld easy reading edition","Longman","0-582-53549-2",,,22,31,,,"Para vender",
1430,"New York! New York!","Ingrid Freebairn","Galaxies book","Longman","0-582-52974-3",,,22,32,,,,
1431,"Superace!","Brian Abbs and Ingrid Freebairn","Galaxies book","Longman","0-582-52696-5",,,22,30,,,"Para vender",
1432,"My dear aunt and a morning in London","Donn Byrne","Longman Structural Readers Stage 2","Longman","0-582-53725-8",,,22,72,,,,
1422,"7 sketches","Leslie Dunkling","Longman Structural Readers Stage 1","Longman","0-582-52515-2",,,22,20,,,"Para vender",
1434,"The prisoner of Zenda","based on novel by Anthony Hope","Longman MovieWorld easy reading edition","Longman","0-582-54170-0",,,22,32,,,"Para vender",
1435,"Dance","Olivia Johnston","Galaxies book","Longman","0-582-52698-1",,,22,32,,,,
1436,"Thirty nine steps","none","Longman MovieWorld easy reading edition","Longman","0-582-53046-6",,,22,31,,,,
1437,"Star Wars  ","none","Longman Movieworld easy reading edition","Longman","0-582-53550-6",,,22,30,,,,
1438,"Roller Coaster","none","Longman MovieWorld easy reading edition","Longman","0-582-52793-7",,,22,31,,,,
1439,"Island of the Volcanoes","Donn byrne","Longman MovieWorld easy reading edition","Longman","0-582-53715-0",,,22,47,,,,
1440,"Worth a Fortune","LG Alexander","Longman Structural Readers Stage 2","Longman","0-582-53721-5",,,22,32,,,,
1441,"Pop Festival ","Ian Serraillier","Longman Structural Readers Stage 2","Longman","0-582-53714-2",,,22,32,,,,
1442,"Dead Man's River","Elizabeth Laird","Easy Starts","Longman","0-582-04612-2",,,22,16,,,,
1443,"April Fool's Day","LG Alexander","Longman Structural Readers Stage 2","Longman ","0-582-53719-3",,,22,31,,,"Para vender",
1444,"Green Island","Anthony Eyre","Longman Structural Readers Stage 1","Longman ","0-582-53703-7",,,22,16,,,,
1445,"The Rise of Silas Lapham","William Dean Howells'","American Classics","Regents Publishing Company, Inc.","None",,,22,114,,,,
1446,"House of the Seven Gables","Nathaniel Hawthornes","American Classics","Regents Publishing Company, Inc.","None",,,22,112,,,,
1447,"Indian Paint","Glenn Balch","American Classics","Webster Everyreaders","07-009287-7",,,22,138,,,,
1448,"Treasure Island","Robert Louis Stevenson","American Classics","Webster Everyreaders","07-034020-X",,,22,138,,,,
1449,"Cases of Sherlock Holmes","Sir Author conan Doyle","American Classics","Webster Everyreaders","07-033734-9",,,22,118,,,,
1450,"The hoosier Schoolmaster","Edward Eggleston's","American Classics","Webster Everyreaders","None",,,22,112,,,,
1451,"King Arthur and his Knights","adapted william kottmeyer","American Classics","Webster Everyreaders","07-033732-2",,,22,122,,,,
1452,"Outcasts of Poker flat/Luck of roaring camp","Bret Harte's","American Classics","Webster Everyreaders","None",,,22,96,,,,
1453,"To have and to hold","Mary Johnston","American Classics","Webster Everyreaders","07-033737-3",,,22,170,,,,
1454,"Moby Dick","Herman Melville's","American Classics","Webster everyreaders","None",,,22,116,,,,
1455,"The trojan war","none","Book  ","Webster Everyreaders","07-033733-0",,,22,122,,,,
1456,"Men of Iron","Howard Pyle","Book  ","Webster Everyreaders","07-033744-6",,,22,136,,,"Para vender",
1457,"The Flamingo Feather","Kirk Munroe","Book  ","Webster everyreaders","07-033745-4",,,22,138,,,,
1458,"Dicionario de giria e ingles coloquial","Fernando B Ximenes","Book  ","Ediouro","None",,,22,107,,,,
1459,"Graded English 1","Elisabeth Prescher Martins/Ernesto Pasqualin/Eduardo Amos","Grammar textbook","Editora moderna","None",,,22,200,,,,
1460,"Graded English 2","Elisabeth Prescher Martins/Ernesto Pasqualin/Eduardo Amos","Grammar textbook","Editora Moderna","None",,,22,200,,,,
1461,"English for life","Amadeus Marques","Grammar book","Editora Atica","85-08-02316-2",,,22,144,,,,
1462,"English 1","Amadeus Marques","Grammar book","editora Atica","85-08-05624-9",,,22,206,,,"Para vender",
1463,"English 1 Segundo grau","Amadeus Marques","Grammar book","editora atica","None",,,22,192,,,,
1464,"Graded English 3","Elisabeth Prescher Martins/Ernesto Pasqualin/Eduardo Amos","Grammar book","editora moderna","85-16-00007-9",,,22,167,,,,
1465,"The portrait of a lady","Robert J Dixson","Book 7","Regents Publishing Company, Inc.","None",,,22,124,,,,
1466,"The gold bug and other stories","Edgar allan poe","Book  ","Webster everyreaders","07-033735-7",,,22,119,,,,
1467,"Elementary reader in English","Robert J dixson","Revised Edition","A regents Publication","None",,,22,153,,,,
1468,"The Red Badge of courage book 10","Stephen Crane's","American Classics","A regents Publication","None",,,22,112,,,,
1469,"The pathfinder book 4","Robert J Dixson","Book  ","A regents Publication","None",,,22,112,,,,
1470,"The boy and the donkey ","Celia Turvey","Longman Structural Readers stage 2","Longman","0-582-53723-1",,,22,32,,,,
1422,"7 sketches","Leslie Dunkling","Longman Structural Readers Stage 1","Longman","0-582-52515-2",,,22,20,,,"Para vender",
1472,"Elementary stories for Reproduction","L.A Hill","Oxford University Press","Oxford University Press","0-19-432541-5",,,22,64,,,,
1473,"The flying Spy","Alwyn Cox","Longman Structural Readers Stage 1","Longman","0-582-53709-6",,,22,16,,,"damaged",
1474,"The Loch ness monster","Leslie Dunkling","Longman Structural Readers Stage 1","Longman","0-582-52514-4",,,22,16,,,"Para vender",
1475,"Girl Against the Jungle","Monica Vincent","LSR Adventure Stage 2","Longman","0-582-53729-0",,,22,32,,,,
1474,"The Loch ness monster","Leslie Dunkling","Longman Structural Readers Stage 1","Longman","0-582-52514-4",,,22,16,,,,
1477,"Swallow Valley stage 2","Eduardo Amos/Ernesto Pasqualin/Elisabeth Prescher Martins","modern readers","editora moderna","None",,,22,31,,,,
1478,"Marcel and the Mona lisa","Stephen Rabley","Easy Starts","Longman","0-582-06075-3",,,22,16,,,,
1479,"Island of the Volcanoes","Donn Byrne","Longman Structural Readers Stage 2","Longman","0-582-53715-0",,,22,47,,,"Para vender",
1480,"Detectives from Scotland Yard","LG Alexander","Longman Structural Readers Stage 1","Longman","0-582-53704-5",,,22,16,,,,
1479,"Island of the Volcanoes","Donn Byrne","Longman Structural Readers Stage 2","Longman","0-582-53715-0",,,22,47,,,"Para vender",
1482,"Worth a Fortune","LG Alexander","Longman Structural Readers Stage 2","Longman","0-582-53721-5",,,22,32,,,,
1483,"Don Quixote and Sancho Panza","Cervantes","Longman Structural Readers Stage 2","Longman","0-582-53718-5",,,22,32,,,,
1484,"April Fool's Day","LG Alexander","Longman Structural Readers Stage 2","Longman","0-582-53719-3",,,22,31,,,,
1485,"Roller Coaster","none","Longman movieworld easy reading edition","Longman","0-582-52793-7",,,22,31,,,"Para vender",
1486,"Fast Food","Lewis Jones","Galaxies book","Longman","0-582-52697-3",,,22,32,,,"Para vender",
1486,"Fast Food","Lewis Jones","Galaxies book","Longman","0-582-52697-3",,,22,32,,,,
1488,"The poseidon Adventure","none","Galaxies book","Longman","0-582-53548-4",,,22,31,,,"Para vender",
1488,"The poseidon Adventure","none","Galaxies book","Longman","0-582-53548-4",,,22,31,,,"Para vender",
1479,"Island of the Volcanoes","Donn Byrne","Longman Structural Readers Stage 2","Longman","0-582-53715-0",,,22,47,,,"Para vender",
1484,"April Fool's Day","LG Alexander","Longman Structural Readers Stage 2","Longman","0-582-53719-3",,,22,31,,,,
1492,"New York! New York!","Ingrid Freebairn","Galaxies book","Longman","0-582-52974-3",,,22,32,,,"Para vender",
1493,"Jane Eyre","Charlotte bronte","Longman movieworld easy reading edition","Longman","0-582-54125-5",,,22,32,,,"Para vender",
1494,"Roller Coaster","none","Longman MOvieWorld easy reading edition","Longman","0-582-52793-7",,,22,31,,,"Para vender",
1495,"Silver Streak","none","Longman MovieWorld easy reading edition","Longman","0-582-53549-2",,,22,31,,,"Para vender",
1493,"Jane Eyre","Charlotte bronte","Longman movieworld easy reading edition","Longman","0-582-54125-5",,,22,32,,,"Para vender",
1495,"Silver Streak","none","Longman MovieWorld easy reading edition","Longman","0-582-53549-2",,,22,31,,,,
